Year,Short Name,Region,FertilityRate,GDPperCapita
1979,Algeria,Middle East & North Africa,6.96,3703
1979,Antigua and Barbuda,Latin America & Caribbean,2.16,4953
1979,Argentina,Latin America & Caribbean,3.37,7849
1979,Australia,East Asia & Pacific,1.91,29397
1979,Austria,Europe & Central Asia,1.6,27126
1979,Bangladesh,South Asia,6.48,358
1979,Barbados,Latin America & Caribbean,2.06,12655
1979,Belgium,Europe & Central Asia,1.69,26290
1979,Belize,Latin America & Caribbean,5.99,2027
1979,Benin,Sub-Saharan Africa,7.02,571
1979,Bolivia,Latin America & Caribbean,5.79,1706
1979,Botswana,Sub-Saharan Africa,6.29,1754
1979,Brazil,Latin America & Caribbean,4.16,7804
1979,Brunei,East Asia & Pacific,4.22,66002
1979,Burkina Faso,Sub-Saharan Africa,7.09,316
1979,Burundi,Sub-Saharan Africa,7.42,285
1979,Cameroon,Sub-Saharan Africa,6.58,1390
1979,Canada,North America,1.75,31502
1979,Central African Republic,Sub-Saharan Africa,5.95,587
1979,Chad,Sub-Saharan Africa,6.93,446
1979,Chile,Latin America & Caribbean,2.83,4929
1979,China,East Asia & Pacific,2.75,327
1979,Colombia,Latin America & Caribbean,4.07,3743
1979,Congo,Sub-Saharan Africa,6.27,1967
1979,Costa Rica,Latin America & Caribbean,3.62,5122
1979,C?te d'Ivoire,Sub-Saharan Africa,7.68,2342
1979,Cuba,Latin America & Caribbean,1.99,3223
1979,Cyprus,Europe & Central Asia,2.33,12147
1979,Dem. Rep. Congo,Sub-Saharan Africa,6.51,849
1979,Denmark,Europe & Central Asia,1.6,36599
1979,Dominican Republic,Latin America & Caribbean,4.55,2488
1979,Ecuador,Latin America & Caribbean,4.85,3649
1979,Egypt,Middle East & North Africa,5.64,1009
1979,El Salvador,Latin America & Caribbean,5.24,2969
1979,Eswatini,Sub-Saharan Africa,6.69,1469
1979,Fiji,East Asia & Pacific,3.94,3042
1979,Finland,Europe & Central Asia,1.64,24424
1979,France,Europe & Central Asia,1.87,26599
1979,Gabon,Sub-Saharan Africa,5.65,12131
1979,Georgia,Europe & Central Asia,2.34,3788
1979,Germany,Europe & Central Asia,1.38,25756
1979,Ghana,Sub-Saharan Africa,6.61,918
1979,Greece,Europe & Central Asia,2.26,19202
1979,Greenland,Europe & Central Asia,2.19,25610
1979,Grenada,Latin America & Caribbean,4.27,3337
1979,Guatemala,Latin America & Caribbean,6.4,2472
1979,Guinea-Bissau,Sub-Saharan Africa,6.4,574
1979,Guyana,Latin America & Caribbean,3.92,1988
1979,Haiti,Latin America & Caribbean,5.97,1186
1979,Honduras,Latin America & Caribbean,6.43,1630
1979,"Hong Kong SAR, China",East Asia & Pacific,2.12,10006
1979,India,South Asia,4.89,407
1979,Indonesia,East Asia & Pacific,4.56,1147
1979,Iran,Middle East & North Africa,6.42,6860
1979,Iraq,Middle East & North Africa,6.66,2762
1979,Ireland,Europe & Central Asia,3.21,16789
1979,Israel,Middle East & North Africa,3.3,17687
1979,Italy,Europe & Central Asia,1.73,23688
1979,Jamaica,Latin America & Caribbean,3.84,3954
1979,Japan,East Asia & Pacific,1.77,25344
1979,Jordan,Middle East & North Africa,7.33,2608
1979,Kenya,Sub-Saharan Africa,7.54,883
1979,Kiribati,East Asia & Pacific,5.07,2648
1979,Korea,East Asia & Pacific,2.9,3823
1979,Lesotho,Sub-Saharan Africa,5.63,584
1979,Luxembourg,Europe & Central Asia,1.48,42433
1979,Madagascar,Sub-Saharan Africa,6.81,635
1979,Malawi,Sub-Saharan Africa,7.64,417
1979,Malaysia,East Asia & Pacific,4.12,3165
1979,Mali,Sub-Saharan Africa,7.15,477
1979,Malta,Middle East & North Africa,2.1,8660
1979,Mauritania,Sub-Saharan Africa,6.5,1137
1979,Mauritius,Sub-Saharan Africa,2.82,2561
1979,Mexico,Latin America & Caribbean,5.06,7345
1979,Morocco,Middle East & North Africa,5.78,1334
1979,Myanmar,East Asia & Pacific,5.02,200
1979,Nepal,South Asia,5.76,296
1979,Netherlands,Europe & Central Asia,1.56,29913
1979,New Zealand,East Asia & Pacific,2.12,22238
1979,Nicaragua,Latin America & Caribbean,6.23,1632
1979,Niger,Sub-Saharan Africa,7.81,545
1979,Nigeria,Sub-Saharan Africa,6.78,2033
1979,Norway,Europe & Central Asia,1.75,46569
1979,Oman,Middle East & North Africa,8.23,9878
1979,Pakistan,South Asia,6.56,521
1979,Panama,Latin America & Caribbean,4,4012
1979,Papua New Guinea,East Asia & Pacific,5.77,1807
1979,Paraguay,Latin America & Caribbean,5.18,2902
1979,Peru,Latin America & Caribbean,5.17,3609
1979,Philippines,East Asia & Pacific,5.29,1649
1979,Portugal,Europe & Central Asia,2.31,11972
1979,Puerto Rico,Latin America & Caribbean,2.66,14656
1979,Rwanda,Sub-Saharan Africa,8.46,394
1979,Saudi Arabia,Middle East & North Africa,7.25,36677
1979,Senegal,Sub-Saharan Africa,7.31,1185
1979,Sierra Leone,Sub-Saharan Africa,6.68,477
1979,Singapore,East Asia & Pacific,1.79,12251
1979,South Africa,Sub-Saharan Africa,4.93,6205
1979,Spain,Europe & Central Asia,2.37,17201
1979,Sri Lanka,South Asia,3.49,873
1979,St. Lucia,Latin America & Caribbean,4.89,3694
1979,St. Vincent and the Grenadines,Latin America & Caribbean,4.15,2287
1979,Sudan,Sub-Saharan Africa,6.85,822
1979,Suriname,Latin America & Caribbean,4.02,7462
1979,Sweden,Europe & Central Asia,1.66,30637
1979,Thailand,East Asia & Pacific,3.59,1363
1979,The Bahamas,Latin America & Caribbean,2.99,25627
1979,The Gambia,Sub-Saharan Africa,6.34,533
1979,Togo,Sub-Saharan Africa,7.25,626
1979,Trinidad and Tobago,Latin America & Caribbean,3.28,9651
1979,Tunisia,Middle East & North Africa,5.41,1938
1979,Turkey,Europe & Central Asia,4.53,5229
1979,United Arab Emirates,Middle East & North Africa,5.6,100480
1979,United Kingdom,Europe & Central Asia,1.86,22344
1979,United States,North America,1.81,29083
1979,Uruguay,Latin America & Caribbean,2.79,6996
1979,Vanuatu,East Asia & Pacific,5.65,2400
1979,Venezuela,Latin America & Caribbean,4.3,15180
1979,Zambia,Sub-Saharan Africa,7.16,1290
1979,Zimbabwe,Sub-Saharan Africa,7.2,1187
1980,Albania,Europe & Central Asia,3.62,2037
1980,Algeria,Middle East & North Africa,6.79,3621
1980,Angola,Sub-Saharan Africa,7.5,2970
1980,Antigua and Barbuda,Latin America & Caribbean,2.12,5363
1980,Argentina,Latin America & Caribbean,3.33,7849
1980,Australia,East Asia & Pacific,1.89,29922
1980,Austria,Europe & Central Asia,1.65,27596
1980,Bahrain,Middle East & North Africa,4.92,21185
1980,Bangladesh,South Asia,6.36,351
1980,Barbados,Latin America & Caribbean,2,13155
1980,Belgium,Europe & Central Asia,1.68,27429
1980,Belize,Latin America & Caribbean,5.85,2253
1980,Benin,Sub-Saharan Africa,7.03,594
1980,Bhutan,South Asia,6.55,404
1980,Bolivia,Latin America & Caribbean,5.72,1646
1980,Botswana,Sub-Saharan Africa,6.21,1891
1980,Brazil,Latin America & Caribbean,4.07,8317
1980,Brunei,East Asia & Pacific,4.07,59392
1980,Bulgaria,Europe & Central Asia,2.05,3224
1980,Burkina Faso,Sub-Saharan Africa,7.13,312
1980,Burundi,Sub-Saharan Africa,7.42,280
1980,Cabo Verde,Sub-Saharan Africa,6.38,674
1980,Cameroon,Sub-Saharan Africa,6.63,1323
1980,Canada,North America,1.74,31770
1980,Central African Republic,Sub-Saharan Africa,5.95,546
1980,Chad,Sub-Saharan Africa,6.96,411
1980,Chile,Latin America & Caribbean,2.78,5242
1980,China,East Asia & Pacific,2.63,348
1980,Colombia,Latin America & Caribbean,3.97,3808
1980,Comoros,Sub-Saharan Africa,7.08,1402
1980,Congo,Sub-Saharan Africa,6.21,2248
1980,Costa Rica,Latin America & Caribbean,3.59,5025
1980,C?te d'Ivoire,Sub-Saharan Africa,7.59,1995
1980,Cuba,Latin America & Caribbean,1.89,3048
1980,Cyprus,Europe & Central Asia,2.35,12707
1980,Dem. Rep. Congo,Sub-Saharan Africa,6.54,845
1980,Denmark,Europe & Central Asia,1.55,36378
1980,Dominican Republic,Latin America & Caribbean,4.42,2625
1980,Ecuador,Latin America & Caribbean,4.73,3687
1980,Egypt,Middle East & North Africa,5.6,1083
1980,El Salvador,Latin America & Caribbean,5.1,2574
1980,Equatorial Guinea,Sub-Saharan Africa,5.84,646
1980,Eswatini,Sub-Saharan Africa,6.65,1602
1980,Fiji,East Asia & Pacific,3.91,2928
1980,Finland,Europe & Central Asia,1.63,25661
1980,France,Europe & Central Asia,1.85,26919
1980,Gabon,Sub-Saharan Africa,5.68,12140
1980,Georgia,Europe & Central Asia,2.31,3928
1980,Germany,Europe & Central Asia,1.44,26064
1980,Ghana,Sub-Saharan Africa,6.54,901
1980,Greece,Europe & Central Asia,2.23,19143
1980,Greenland,Europe & Central Asia,2.44,27499
1980,Grenada,Latin America & Caribbean,4.25,3303
1980,Guatemala,Latin America & Caribbean,6.34,2503
1980,Guinea-Bissau,Sub-Saharan Africa,6.49,477
1980,Guyana,Latin America & Caribbean,3.82,2012
1980,Haiti,Latin America & Caribbean,6.06,1246
1980,Honduras,Latin America & Caribbean,6.31,1590
1980,"Hong Kong SAR, China",East Asia & Pacific,2.05,10727
1980,India,South Asia,4.83,424
1980,Indonesia,East Asia & Pacific,4.43,1231
1980,Iran,Middle East & North Africa,6.48,4790
1980,Iraq,Middle East & North Africa,6.57,3346
1980,Ireland,Europe & Central Asia,3.21,17108
1980,Israel,Middle East & North Africa,3.24,17555
1980,Italy,Europe & Central Asia,1.64,24450
1980,Jamaica,Latin America & Caribbean,3.73,3676
1980,Japan,East Asia & Pacific,1.75,25855
1980,Jordan,Middle East & North Africa,7.26,3006
1980,Kenya,Sub-Saharan Africa,7.46,898
1980,Kiribati,East Asia & Pacific,5.07,2180
1980,Korea,East Asia & Pacific,2.82,3700
1980,Lesotho,Sub-Saharan Africa,5.59,554
1980,Luxembourg,Europe & Central Asia,1.5,42637
1980,Madagascar,Sub-Saharan Africa,6.73,622
1980,Malawi,Sub-Saharan Africa,7.64,407
1980,Malaysia,East Asia & Pacific,4.07,3317
1980,Mali,Sub-Saharan Africa,7.15,447
1980,Malta,Middle East & North Africa,1.99,9174
1980,Mauritania,Sub-Saharan Africa,6.46,1142
1980,Mauritius,Sub-Saharan Africa,2.67,2265
1980,Mexico,Latin America & Caribbean,4.84,7832
1980,Morocco,Middle East & North Africa,5.68,1349
1980,Mozambique,Sub-Saharan Africa,6.46,190
1980,Myanmar,East Asia & Pacific,4.92,211
1980,Namibia,Sub-Saharan Africa,6.45,4409
1980,Nepal,South Asia,5.73,283
1980,Netherlands,Europe & Central Asia,1.6,30076
1980,New Zealand,East Asia & Pacific,2.03,22496
1980,Nicaragua,Latin America & Caribbean,6.13,1658
1980,Niger,Sub-Saharan Africa,7.84,517
1980,Nigeria,Sub-Saharan Africa,6.78,2059
1980,Norway,Europe & Central Asia,1.72,48538
1980,Oman,Middle East & North Africa,8.3,9907
1980,Pakistan,South Asia,6.54,556
1980,Panama,Latin America & Caribbean,3.88,4428
1980,Papua New Guinea,East Asia & Pacific,5.69,1717
1980,Paraguay,Latin America & Caribbean,5.17,3154
1980,Peru,Latin America & Caribbean,5.02,3728
1980,Philippines,East Asia & Pacific,5.18,1687
1980,Portugal,Europe & Central Asia,2.25,12387
1980,Puerto Rico,Latin America & Caribbean,2.61,15098
1980,Rwanda,Sub-Saharan Africa,8.46,414
1980,Saudi Arabia,Middle East & North Africa,7.21,36518
1980,Senegal,Sub-Saharan Africa,7.31,1116
1980,Sierra Leone,Sub-Saharan Africa,6.69,488
1980,Singapore,East Asia & Pacific,1.82,13309
1980,South Africa,Sub-Saharan Africa,4.84,6450
1980,Spain,Europe & Central Asia,2.22,17441
1980,Sri Lanka,South Asia,3.41,909
1980,St. Lucia,Latin America & Caribbean,4.7,3566
1980,St. Vincent and the Grenadines,Latin America & Caribbean,3.99,2321
1980,Sudan,Sub-Saharan Africa,6.8,807
1980,Suriname,Latin America & Caribbean,3.9,6793
1980,Sweden,Europe & Central Asia,1.68,31094
1980,Switzerland,Europe & Central Asia,1.55,54891
1980,Thailand,East Asia & Pacific,3.39,1404
1980,The Bahamas,Latin America & Caribbean,2.99,26692
1980,The Gambia,Sub-Saharan Africa,6.34,548
1980,Togo,Sub-Saharan Africa,7.21,697
1980,Trinidad and Tobago,Latin America & Caribbean,3.28,9406
1980,Tunisia,Middle East & North Africa,5.24,2029
1980,Turkey,Europe & Central Asia,4.41,4987
1980,United Arab Emirates,Middle East & North Africa,5.51,113682
1980,United Kingdom,Europe & Central Asia,1.9,21865
1980,United States,North America,1.84,28734
1980,Uruguay,Latin America & Caribbean,2.73,7354
1980,Vanuatu,East Asia & Pacific,5.58,2070
1980,Venezuela,Latin America & Caribbean,4.2,14119
1980,Zambia,Sub-Saharan Africa,7.09,1284
1980,Zimbabwe,Sub-Saharan Africa,7.1,1313
1981,Albania,Europe & Central Asia,3.53,2111
1981,Algeria,Middle East & North Africa,6.62,3616
1981,Angola,Sub-Saharan Africa,7.47,2743
1981,Antigua and Barbuda,Latin America & Caribbean,2.1,5597
1981,Argentina,Latin America & Caribbean,3.27,7328
1981,Australia,East Asia & Pacific,1.94,30434
1981,Austria,Europe & Central Asia,1.67,27486
1981,Bahrain,Middle East & North Africa,4.8,19296
1981,Bangladesh,South Asia,6.22,367
1981,Barbados,Latin America & Caribbean,1.96,12856
1981,Belgium,Europe & Central Asia,1.66,27353
1981,Belize,Latin America & Caribbean,5.68,2226
1981,Benin,Sub-Saharan Africa,7.03,635
1981,Bhutan,South Asia,6.5,448
1981,Bolivia,Latin America & Caribbean,5.64,1616
1981,Botswana,Sub-Saharan Africa,6.11,1989
1981,Brazil,Latin America & Caribbean,3.97,7768
1981,Brunei,East Asia & Pacific,3.94,46156
1981,Bulgaria,Europe & Central Asia,2,3371
1981,Burkina Faso,Sub-Saharan Africa,7.15,318
1981,Burundi,Sub-Saharan Africa,7.42,306
1981,Cabo Verde,Sub-Saharan Africa,6.27,718
1981,Cameroon,Sub-Saharan Africa,6.66,1502
1981,Canada,North America,1.7,32477
1981,Central African Republic,Sub-Saharan Africa,5.96,522
1981,Chad,Sub-Saharan Africa,6.99,406
1981,Chile,Latin America & Caribbean,2.74,5500
1981,China,East Asia & Pacific,2.57,361
1981,Colombia,Latin America & Caribbean,3.86,3808
1981,Comoros,Sub-Saharan Africa,7.07,1411
1981,Congo,Sub-Saharan Africa,6.13,2568
1981,Costa Rica,Latin America & Caribbean,3.55,4782
1981,C?te d'Ivoire,Sub-Saharan Africa,7.49,1976
1981,Cuba,Latin America & Caribbean,1.84,3630
1981,Cyprus,Europe & Central Asia,2.39,12812
1981,Dem. Rep. Congo,Sub-Saharan Africa,6.56,843
1981,Denmark,Europe & Central Asia,1.44,36146
1981,Dominican Republic,Latin America & Caribbean,4.3,2676
1981,Ecuador,Latin America & Caribbean,4.61,3796
1981,Egypt,Middle East & North Africa,5.56,1133
1981,El Salvador,Latin America & Caribbean,4.96,2268
1981,Equatorial Guinea,Sub-Saharan Africa,5.86,646
1981,Eswatini,Sub-Saharan Africa,6.6,1784
1981,Ethiopia,Sub-Saharan Africa,7.36,228
1981,Fiji,East Asia & Pacific,3.86,3038
1981,Finland,Europe & Central Asia,1.64,25882
1981,France,Europe & Central Asia,1.85,27089
1981,Gabon,Sub-Saharan Africa,5.71,12444
1981,Georgia,Europe & Central Asia,2.3,4101
1981,Germany,Europe & Central Asia,1.43,26162
1981,Ghana,Sub-Saharan Africa,6.47,845
1981,Greece,Europe & Central Asia,2.09,18677
1981,Greenland,Europe & Central Asia,2.33,27248
1981,Grenada,Latin America & Caribbean,4.24,3295
1981,Guatemala,Latin America & Caribbean,6.27,2457
1981,Guinea-Bissau,Sub-Saharan Africa,6.57,554
1981,Guyana,Latin America & Caribbean,3.73,2038
1981,Haiti,Latin America & Caribbean,6.12,1183
1981,Honduras,Latin America & Caribbean,6.19,1523
1981,"Hong Kong SAR, China",East Asia & Pacific,1.93,11449
1981,India,South Asia,4.77,439
1981,Indonesia,East Asia & Pacific,4.3,1298
1981,Iran,Middle East & North Africa,6.52,4367
1981,Iraq,Middle East & North Africa,6.49,3229
1981,Ireland,Europe & Central Asia,3.05,17471
1981,Israel,Middle East & North Africa,3.19,18128
1981,Italy,Europe & Central Asia,1.58,24627
1981,Jamaica,Latin America & Caribbean,3.64,3713
1981,Japan,East Asia & Pacific,1.74,26745
1981,Jordan,Middle East & North Africa,7.18,3037
1981,Kenya,Sub-Saharan Africa,7.37,897
1981,Kiribati,East Asia & Pacific,5.05,2080
1981,Korea,East Asia & Pacific,2.57,3904
1981,Lesotho,Sub-Saharan Africa,5.54,543
1981,Luxembourg,Europe & Central Asia,1.55,42278
1981,Madagascar,Sub-Saharan Africa,6.64,545
1981,Malawi,Sub-Saharan Africa,7.64,376
1981,Malaysia,East Asia & Pacific,4.02,3463
1981,Mali,Sub-Saharan Africa,7.15,445
1981,Malta,Middle East & North Africa,1.87,9408
1981,Mauritania,Sub-Saharan Africa,6.41,1148
1981,Mauritius,Sub-Saharan Africa,2.53,2363
1981,Mexico,Latin America & Caribbean,4.64,8304
1981,Mongolia,East Asia & Pacific,6.03,1441
1981,Morocco,Middle East & North Africa,5.57,1293
1981,Mozambique,Sub-Saharan Africa,6.44,195
1981,Myanmar,East Asia & Pacific,4.81,220
1981,Namibia,Sub-Saharan Africa,6.36,4359
1981,Nepal,South Asia,5.69,300
1981,Netherlands,Europe & Central Asia,1.56,29636
1981,New Zealand,East Asia & Pacific,2.01,23452
1981,Nicaragua,Latin America & Caribbean,6.02,1699
1981,Niger,Sub-Saharan Africa,7.87,506
1981,Nigeria,Sub-Saharan Africa,6.78,1741
1981,Norway,Europe & Central Asia,1.7,49145
1981,Oman,Middle East & North Africa,8.34,10967
1981,Pakistan,South Asia,6.51,581
1981,Panama,Latin America & Caribbean,3.78,4723
1981,Papua New Guinea,East Asia & Pacific,5.61,1665
1981,Paraguay,Latin America & Caribbean,5.16,3347
1981,Peru,Latin America & Caribbean,4.88,3839
1981,Philippines,East Asia & Pacific,5.08,1698
1981,Portugal,Europe & Central Asia,2.13,12479
1981,Puerto Rico,Latin America & Caribbean,2.55,15099
1981,Rwanda,Sub-Saharan Africa,8.44,423
1981,Saudi Arabia,Middle East & North Africa,7.14,34979
1981,Senegal,Sub-Saharan Africa,7.3,1140
1981,Sierra Leone,Sub-Saharan Africa,6.7,490
1981,Singapore,East Asia & Pacific,1.78,14039
1981,South Africa,Sub-Saharan Africa,4.74,6624
1981,Spain,Europe & Central Asia,2.04,17294
1981,Sri Lanka,South Asia,3.32,946
1981,St. Lucia,Latin America & Caribbean,4.51,3738
1981,St. Vincent and the Grenadines,Latin America & Caribbean,3.83,2407
1981,Sudan,Sub-Saharan Africa,6.74,838
1981,Suriname,Latin America & Caribbean,3.8,7264
1981,Sweden,Europe & Central Asia,1.63,31198
1981,Switzerland,Europe & Central Asia,1.55,55466
1981,Thailand,East Asia & Pacific,3.2,1457
1981,The Bahamas,Latin America & Caribbean,2.99,23697
1981,The Gambia,Sub-Saharan Africa,6.32,547
1981,Togo,Sub-Saharan Africa,7.16,652
1981,Tonga,East Asia & Pacific,5.53,2205
1981,Trinidad and Tobago,Latin America & Caribbean,3.28,9650
1981,Tunisia,Middle East & North Africa,5.08,2083
1981,Turkey,Europe & Central Asia,4.28,5111
1981,United Arab Emirates,Middle East & North Africa,5.42,110645
1981,United Kingdom,Europe & Central Asia,1.82,21689
1981,United States,North America,1.81,29192
1981,Uruguay,Latin America & Caribbean,2.67,7420
1981,Vanuatu,East Asia & Pacific,5.5,2104
1981,Venezuela,Latin America & Caribbean,4.1,13695
1981,Zambia,Sub-Saharan Africa,7.02,1318
1981,Zimbabwe,Sub-Saharan Africa,6.97,1424
1982,Albania,Europe & Central Asia,3.45,2128
1982,Algeria,Middle East & North Africa,6.43,3729
1982,Angola,Sub-Saharan Africa,7.44,2646
1982,Antigua and Barbuda,Latin America & Caribbean,2.1,5640
1982,Argentina,Latin America & Caribbean,3.21,7161
1982,Australia,East Asia & Pacific,1.93,30926
1982,Austria,Europe & Central Asia,1.66,28019
1982,Bahrain,Middle East & North Africa,4.69,17291
1982,Bangladesh,South Asia,6.06,365
1982,Barbados,Latin America & Caribbean,1.92,12186
1982,Belgium,Europe & Central Asia,1.61,27523
1982,Belize,Latin America & Caribbean,5.51,2166
1982,Benin,Sub-Saharan Africa,7.02,632
1982,Bhutan,South Asia,6.46,451
1982,Bolivia,Latin America & Caribbean,5.56,1519
1982,Botswana,Sub-Saharan Africa,5.98,2153
1982,Brazil,Latin America & Caribbean,3.86,7633
1982,Brunei,East Asia & Pacific,3.84,46576
1982,Bulgaria,Europe & Central Asia,2.01,3439
1982,Burkina Faso,Sub-Saharan Africa,7.17,340
1982,Burundi,Sub-Saharan Africa,7.42,295
1982,Cabo Verde,Sub-Saharan Africa,6.17,725
1982,Cameroon,Sub-Saharan Africa,6.69,1567
1982,Canada,North America,1.69,31061
1982,Central African Republic,Sub-Saharan Africa,5.96,545
1982,Chad,Sub-Saharan Africa,7.02,418
1982,Chile,Latin America & Caribbean,2.71,4820
1982,China,East Asia & Pacific,2.56,388
1982,Colombia,Latin America & Caribbean,3.74,3757
1982,Comoros,Sub-Saharan Africa,7.06,1458
1982,Congo,Sub-Saharan Africa,6.05,3082
1982,Costa Rica,Latin America & Caribbean,3.52,4316
1982,C?te d'Ivoire,Sub-Saharan Africa,7.38,1897
1982,Cuba,Latin America & Caribbean,1.83,3938
1982,Cyprus,Europe & Central Asia,2.42,13424
1982,Dem. Rep. Congo,Sub-Saharan Africa,6.59,818
1982,Denmark,Europe & Central Asia,1.43,37506
1982,Dominica,Latin America & Caribbean,3.52,3021
1982,Dominican Republic,Latin America & Caribbean,4.19,2660
1982,Ecuador,Latin America & Caribbean,4.5,3724
1982,Egypt,Middle East & North Africa,5.53,1214
1982,El Salvador,Latin America & Caribbean,4.82,2093
1982,Equatorial Guinea,Sub-Saharan Africa,5.88,613
1982,Eswatini,Sub-Saharan Africa,6.54,1754
1982,Ethiopia,Sub-Saharan Africa,7.4,224
1982,Fiji,East Asia & Pacific,3.81,2783
1982,Finland,Europe & Central Asia,1.71,26532
1982,France,Europe & Central Asia,1.86,27633
1982,Gabon,Sub-Saharan Africa,5.72,11755
1982,Georgia,Europe & Central Asia,2.28,4148
1982,Germany,Europe & Central Asia,1.41,26084
1982,Ghana,Sub-Saharan Africa,6.39,761
1982,Greece,Europe & Central Asia,2.03,18352
1982,Greenland,Europe & Central Asia,2.24,25791
1982,Grenada,Latin America & Caribbean,4.24,3338
1982,Guatemala,Latin America & Caribbean,6.19,2312
1982,Guinea-Bissau,Sub-Saharan Africa,6.64,565
1982,Guyana,Latin America & Caribbean,3.64,1771
1982,Haiti,Latin America & Caribbean,6.15,1115
1982,Honduras,Latin America & Caribbean,6.06,1447
1982,"Hong Kong SAR, China",East Asia & Pacific,1.86,11605
1982,India,South Asia,4.7,444
1982,Indonesia,East Asia & Pacific,4.17,1297
1982,Iran,Middle East & North Africa,6.52,5334
1982,Iraq,Middle East & North Africa,6.41,3249
1982,Ireland,Europe & Central Asia,2.94,17702
1982,Israel,Middle East & North Africa,3.13,18161
1982,Italy,Europe & Central Asia,1.56,24711
1982,Jamaica,Latin America & Caribbean,3.56,3726
1982,Japan,East Asia & Pacific,1.77,27444
1982,Jordan,Middle East & North Africa,7.07,3135
1982,Kenya,Sub-Saharan Africa,7.27,876
1982,Kiribati,East Asia & Pacific,5.02,2193
1982,Korea,East Asia & Pacific,2.39,4162
1982,Lesotho,Sub-Saharan Africa,5.49,554
1982,Luxembourg,Europe & Central Asia,1.49,42721
1982,"Macao SAR, China",East Asia & Pacific,1.95,16449
1982,Madagascar,Sub-Saharan Africa,6.55,520
1982,Malawi,Sub-Saharan Africa,7.62,376
1982,Malaysia,East Asia & Pacific,3.97,3584
1982,Mali,Sub-Saharan Africa,7.15,404
1982,Malta,Middle East & North Africa,1.9,9419
1982,Mauritania,Sub-Saharan Africa,6.37,1089
1982,Mauritius,Sub-Saharan Africa,2.41,2462
1982,Mexico,Latin America & Caribbean,4.46,8078
1982,Mongolia,East Asia & Pacific,5.86,1522
1982,Morocco,Middle East & North Africa,5.44,1375
1982,Mozambique,Sub-Saharan Africa,6.41,178
1982,Myanmar,East Asia & Pacific,4.69,227
1982,Namibia,Sub-Saharan Africa,6.26,4251
1982,Nepal,South Asia,5.65,304
1982,Netherlands,Europe & Central Asia,1.5,29135
1982,New Zealand,East Asia & Pacific,1.95,23436
1982,Nicaragua,Latin America & Caribbean,5.9,1639
1982,Niger,Sub-Saharan Africa,7.88,499
1982,Nigeria,Sub-Saharan Africa,6.77,1581
1982,Norway,Europe & Central Asia,1.71,49080
1982,Oman,Middle East & North Africa,8.35,11577
1982,Pakistan,South Asia,6.48,598
1982,Panama,Latin America & Caribbean,3.68,4861
1982,Papua New Guinea,East Asia & Pacific,5.52,1625
1982,Paraguay,Latin America & Caribbean,5.13,3207
1982,Peru,Latin America & Caribbean,4.73,3739
1982,Philippines,East Asia & Pacific,4.98,1712
1982,Portugal,Europe & Central Asia,2.07,12667
1982,Puerto Rico,Latin America & Caribbean,2.49,14706
1982,Rwanda,Sub-Saharan Africa,8.41,417
1982,Samoa,East Asia & Pacific,5.97,2206
1982,Saudi Arabia,Middle East & North Africa,7.05,26018
1982,Senegal,Sub-Saharan Africa,7.27,1195
1982,Seychelles,Sub-Saharan Africa,3.5,5456
1982,Sierra Leone,Sub-Saharan Africa,6.72,502
1982,Singapore,East Asia & Pacific,1.74,14400
1982,South Africa,Sub-Saharan Africa,4.65,6431
1982,Spain,Europe & Central Asia,1.94,17405
1982,Sri Lanka,South Asia,3.22,971
1982,St. Kitts and Nevis,Latin America & Caribbean,3.3,5436
1982,St. Lucia,Latin America & Caribbean,4.33,3767
1982,St. Vincent and the Grenadines,Latin America & Caribbean,3.69,2495
1982,Sudan,Sub-Saharan Africa,6.67,858
1982,Suriname,Latin America & Caribbean,3.72,6945
1982,Sweden,Europe & Central Asia,1.62,31570
1982,Switzerland,Europe & Central Asia,1.56,54421
1982,Thailand,East Asia & Pacific,3.02,1506
1982,The Bahamas,Latin America & Caribbean,2.99,24724
1982,The Gambia,Sub-Saharan Africa,6.3,524
1982,Togo,Sub-Saharan Africa,7.1,606
1982,Tonga,East Asia & Pacific,5.48,2304
1982,Trinidad and Tobago,Latin America & Caribbean,3.26,9856
1982,Tunisia,Middle East & North Africa,4.92,2015
1982,Turkey,Europe & Central Asia,4.16,5174
1982,Uganda,Sub-Saharan Africa,7.1,303
1982,United Arab Emirates,Middle East & North Africa,5.35,97254
1982,United Kingdom,Europe & Central Asia,1.78,22133
1982,United States,North America,1.83,28362
1982,Uruguay,Latin America & Caribbean,2.62,6652
1982,Vanuatu,East Asia & Pacific,5.43,2274
1982,Venezuela,Latin America & Caribbean,4.01,13060
1982,Zambia,Sub-Saharan Africa,6.95,1238
1982,Zimbabwe,Sub-Saharan Africa,6.81,1406
1983,Albania,Europe & Central Asia,3.38,2107
1983,Algeria,Middle East & North Africa,6.24,3810
1983,Angola,Sub-Saharan Africa,7.41,2660
1983,Antigua and Barbuda,Latin America & Caribbean,2.1,6009
1983,Argentina,Latin America & Caribbean,3.16,7355
1983,Australia,East Asia & Pacific,1.92,29864
1983,Austria,Europe & Central Asia,1.56,28898
1983,Bahrain,Middle East & North Africa,4.58,17906
1983,Bangladesh,South Asia,5.88,369
1983,Barbados,Latin America & Caribbean,1.89,12215
1983,Belgium,Europe & Central Asia,1.57,27611
1983,Belize,Latin America & Caribbean,5.34,2061
